,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
3581,COASTAL KARNATAKA,1940,0.1,0.0,0.2,26.9,131.0,713.8,1155.7,1247.4,100.4,222.5,120.5,5.5,3723.9,0.1,158.0,3217.3,348.5
3582,COASTAL KARNATAKA,1941,4.1,1.2,5.5,18.1,60.5,869.7,589.8,561.6,224.9,122.8,21.6,35.3,2515.1,5.3,84.1,2246.0,179.7
3583,COASTAL KARNATAKA,1942,0.0,1.7,0.3,77.2,72.5,1104.8,1338.3,540.3,189.5,129.9,25.9,22.4,3502.6,1.7,149.9,3172.8,178.1
3584,COASTAL KARNATAKA,1943,22.4,1.7,1.3,7.1,455.2,941.8,994.4,314.5,461.5,280.2,97.0,0.0,3577.2,24.1,463.6,2712.2,377.2
3585,COASTAL KARNATAKA,1944,0.0,0.7,18.2,3.3,106.5,777.8,1204.0,451.2,61.6,267.6,81.9,11.8,2984.5,0.7,128.0,2494.5,361.3
3586,COASTAL KARNATAKA,1945,2.6,0.0,0.0,19.7,24.5,824.7,1296.1,493.2,294.7,63.2,60.7,0.0,3079.3,2.6,44.1,2908.7,123.8
3587,COASTAL KARNATAKA,1946,0.0,1.5,3.9,41.7,80.8,1227.0,1001.2,1086.6,231.5,148.9,180.6,37.7,4041.4,1.5,126.4,3546.3,367.2
3588,COASTAL KARNATAKA,1947,1.7,9.2,13.9,45.2,18.7,630.6,1247.9,899.5,389.5,48.7,7.1,26.3,3338.0,10.9,77.7,3167.3,82.0
3589,COASTAL KARNATAKA,1948,16.5,0.0,8.4,55.6,66.1,848.8,1102.9,973.2,301.3,90.6,163.0,0.2,3626.6,16.5,130.1,3226.2,253.7
3590,COASTAL KARNATAKA,1949,3.3,0.0,1.2,12.0,293.1,691.6,1157.1,585.4,438.0,148.8,32.0,0.0,3362.4,3.3,306.3,2872.1,180.8
3591,COASTAL KARNATAKA,1950,0.0,1.0,0.2,3.9,89.3,801.6,1506.7,456.1,716.5,136.6,54.1,0.1,3766.1,1.0,93.4,3481.0,190.8
3592,COASTAL KARNATAKA,1951,0.0,0.0,0.9,55.4,70.7,940.2,1083.4,441.1,268.9,187.1,76.2,0.4,3124.3,0.0,127.0,2733.6,263.6
3593,COASTAL KARNATAKA,1952,0.0,0.5,0.0,35.4,84.8,912.1,816.6,631.4,54.7,335.5,0.0,25.6,2896.6,0.5,120.2,2414.8,361.1
3594,COASTAL KARNATAKA,1953,0.3,0.0,0.0,48.2,8.6,666.2,1630.1,633.6,160.0,313.4,2.9,0.0,3463.3,0.3,56.8,3089.9,316.3
3595,COASTAL KARNATAKA,1954,0.5,0.0,21.6,61.1,89.8,1034.4,1357.4,688.7,421.8,133.6,0.6,12.1,3821.5,0.5,172.5,3502.2,146.2
3596,COASTAL KARNATAKA,1955,0.3,0.0,4.7,29.9,360.3,962.7,639.3,702.2,458.2,361.1,31.0,2.8,3552.5,0.3,394.9,2762.4,394.9
3597,COASTAL KARNATAKA,1956,0.0,0.8,1.0,78.4,412.7,1001.0,1155.8,520.0,267.6,288.5,129.9,0.7,3856.6,0.8,492.1,2944.5,419.1
3598,COASTAL KARNATAKA,1957,0.0,0.0,1.5,8.5,168.0,755.8,1101.1,703.9,98.0,189.0,148.9,0.1,3174.8,0.0,178.1,2658.7,338.0
3599,COASTAL KARNATAKA,1958,0.5,0.1,1.7,46.6,184.8,1031.4,1253.7,705.8,296.9,114.1,49.1,2.8,3687.4,0.6,233.1,3287.9,165.9
3600,COASTAL KARNATAKA,1959,0.0,0.0,0.0,30.4,204.4,994.4,1727.0,704.1,521.6,75.3,52.0,21.7,4330.8,0.0,234.8,3947.1,148.9
3601,COASTAL KARNATAKA,1960,0.0,0.0,8.5,40.7,393.7,790.6,1053.2,510.5,450.5,169.0,87.6,0.0,3504.2,0.0,442.9,2804.7,256.6
3602,COASTAL KARNATAKA,1961,0.0,0.0,0.9,47.7,635.0,1013.0,1884.9,936.3,702.8,309.6,21.0,2.7,5553.9,0.0,683.6,4536.9,333.4
3603,COASTAL KARNATAKA,1962,0.2,3.4,0.1,31.6,359.4,405.4,1307.9,1080.9,413.5,313.4,18.5,83.3,4017.7,3.6,391.1,3207.7,415.3
3604,COASTAL KARNATAKA,1963,1.1,0.7,28.6,38.5,86.0,682.3,887.6,1013.8,181.0,233.7,8.2,10.0,3171.3,1.8,153.0,2764.7,251.8
3605,COASTAL KARNATAKA,1964,0.0,0.0,2.6,5.8,23.4,631.7,864.0,978.1,363.9,200.2,53.1,17.6,3140.5,0.0,31.8,2837.8,271.0
3606,COASTAL KARNATAKA,1965,2.5,0.0,0.0,9.7,39.7,797.8,1002.5,577.2,196.8,25.1,20.1,159.8,2831.1,2.5,49.4,2574.2,205.0
3607,COASTAL KARNATAKA,1966,3.7,0.0,0.8,11.8,196.0,577.9,1122.4,278.3,299.6,191.9,231.5,62.8,2976.6,3.7,208.6,2278.2,486.2
3608,COASTAL KARNATAKA,1967,2.0,0.0,0.1,18.5,86.7,658.7,1368.5,673.4,237.1,124.8,7.4,4.5,3181.8,2.0,105.3,2937.8,136.8
3609,COASTAL KARNATAKA,1968,2.0,0.0,6.3,43.7,19.2,826.6,1550.5,456.3,304.9,221.4,30.1,0.1,3461.0,2.0,69.1,3138.3,251.5
3610,COASTAL KARNATAKA,1969,0.0,0.0,1.2,44.8,49.9,704.8,1253.9,488.2,542.7,163.4,82.6,11.4,3342.9,0.0,95.8,2989.6,257.5
3611,COASTAL KARNATAKA,1970,0.0,0.0,2.0,30.9,260.4,843.7,1259.2,1130.5,328.7,157.8,28.7,0.0,4042.0,0.0,293.3,3562.2,186.5
3612,COASTAL KARNATAKA,1971,0.0,0.1,0.4,23.5,268.3,1113.2,1017.0,532.6,215.6,55.2,7.0,2.5,3235.2,0.1,292.2,2878.4,64.6
3613,COASTAL KARNATAKA,1972,0.0,0.5,0.2,17.0,153.4,716.9,1068.8,522.9,131.2,201.6,38.7,5.8,2856.9,0.5,170.5,2439.8,246.1
3614,COASTAL KARNATAKA,1973,0.0,0.0,0.0,15.3,83.0,765.5,982.1,915.9,178.5,140.7,39.6,5.4,3126.0,0.0,98.3,2842.0,185.7
3615,COASTAL KARNATAKA,1974,0.0,0.0,5.5,25.8,168.1,474.7,1465.9,741.7,361.8,182.4,7.6,0.0,3433.5,0.0,199.4,3044.1,190.0
3616,COASTAL KARNATAKA,1975,0.3,0.0,7.0,8.0,103.0,1327.8,1095.5,958.6,537.1,199.5,63.1,0.1,4300.0,0.3,118.0,3919.1,262.6
3617,COASTAL KARNATAKA,1976,0.0,0.0,8.1,20.3,35.8,492.7,1187.1,644.4,346.4,50.3,138.3,10.6,2933.9,0.0,64.2,2670.6,199.1
3618,COASTAL KARNATAKA,1977,0.0,1.9,3.3,24.7,116.1,855.7,1290.3,441.1,266.5,198.5,180.8,0.0,3379.0,1.9,144.2,2853.6,379.3
3619,COASTAL KARNATAKA,1978,0.3,0.5,0.0,11.8,251.6,1212.6,1222.5,745.4,206.7,121.5,76.3,13.8,3862.9,0.8,263.4,3387.2,211.5
3620,COASTAL KARNATAKA,1979,0.8,0.2,0.2,11.7,12.2,735.3,962.7,619.4,238.6,127.3,111.8,3.3,2823.4,1.0,24.0,2556.0,242.4
3621,COASTAL KARNATAKA,1980,0.0,0.0,0.8,78.6,57.1,1193.3,1057.7,1004.7,199.5,95.0,71.3,4.1,3762.0,0.0,136.5,3455.2,170.3
3622,COASTAL KARNATAKA,1981,0.7,0.0,1.9,17.0,58.1,1013.7,1049.3,1187.4,340.7,119.9,56.7,3.2,3848.6,0.7,76.9,3591.0,179.9
3623,COASTAL KARNATAKA,1982,0.0,0.3,0.3,3.2,87.5,808.6,1258.7,1579.1,151.8,138.3,62.6,0.3,4090.9,0.3,91.1,3798.2,201.2
3624,COASTAL KARNATAKA,1983,0.0,0.0,0.0,0.0,24.4,712.6,1160.4,1231.8,596.5,140.9,50.3,25.2,3942.2,0.0,24.4,3701.5,216.4
3625,COASTAL KARNATAKA,1984,4.3,6.0,34.2,46.7,24.0,1110.2,1084.1,613.6,196.8,227.9,11.2,0.1,3359.0,10.3,104.9,3004.6,239.2
3626,COASTAL KARNATAKA,1985,5.3,0.0,1.6,12.9,76.9,977.9,668.5,844.3,130.6,258.6,27.5,11.7,3015.7,5.3,91.4,2621.3,297.8
3627,COASTAL KARNATAKA,1986,0.3,0.1,4.8,6.2,20.9,976.5,723.3,808.9,176.3,102.2,112.5,2.5,2934.5,0.4,32.0,2685.0,217.1
3628,COASTAL KARNATAKA,1987,0.0,0.0,0.2,1.7,63.5,728.3,704.5,715.6,180.6,232.2,74.9,14.7,2716.2,0.0,65.4,2329.0,321.8
3629,COASTAL KARNATAKA,1988,0.0,0.2,0.0,32.0,28.4,689.3,1295.8,832.6,451.9,122.7,2.4,11.3,3466.6,0.2,60.5,3269.5,136.4
3630,COASTAL KARNATAKA,1989,0.0,0.0,8.4,22.4,53.6,982.5,914.4,829.3,234.7,138.1,31.9,0.3,3215.6,0.0,84.4,2960.9,170.3
3631,COASTAL KARNATAKA,1990,1.7,0.0,0.1,5.2,343.2,997.0,1110.8,1087.0,265.4,215.0,93.6,1.5,4120.4,1.7,348.4,3460.2,310.1
3632,COASTAL KARNATAKA,1991,0.1,0.0,0.3,47.7,95.9,939.9,1501.7,896.5,79.5,111.8,45.6,0.7,3719.7,0.1,143.9,3417.5,158.1
3633,COASTAL KARNATAKA,1992,0.0,0.0,0.0,17.2,77.0,873.2,1087.5,1097.5,354.3,133.6,241.8,0.0,3882.2,0.0,94.2,3412.6,375.4
3634,COASTAL KARNATAKA,1993,0.0,0.1,6.7,21.7,68.3,591.2,1397.3,742.0,214.3,347.4,40.8,51.5,3481.3,0.1,96.7,2944.8,439.8
3635,COASTAL KARNATAKA,1994,3.5,0.0,6.3,72.9,44.1,1221.1,1748.2,907.0,268.1,336.0,28.6,0.5,4636.3,3.5,123.2,4144.4,365.2
3636,COASTAL KARNATAKA,1995,3.7,0.0,0.7,21.1,137.8,535.8,1375.7,685.1,348.5,192.0,57.4,0.0,3357.8,3.7,159.6,2945.0,249.5
3637,COASTAL KARNATAKA,1996,0.3,0.0,0.4,20.3,26.2,787.0,1122.6,617.9,289.3,259.5,27.5,37.8,3188.9,0.3,46.9,2816.8,324.9
3638,COASTAL KARNATAKA,1997,0.7,0.0,14.9,21.5,23.1,818.6,1494.1,1146.0,117.1,148.5,109.8,59.2,3953.6,0.7,59.5,3575.8,317.5
3639,COASTAL KARNATAKA,1998,0.0,0.0,1.4,6.6,72.0,966.4,1092.0,633.9,572.8,271.0,80.6,11.3,3707.9,0.0,80.0,3265.1,362.9
3640,COASTAL KARNATAKA,1999,0.0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9,0.4,343.0,3084.9,351.5
3641,COASTAL KARNATAKA,2000,14.9,0.5,0.9,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.4,3351.3,15.5,243.0,2903.3,189.6
3642,COASTAL KARNATAKA,2001,0.6,0.4,0.4,71.4,156.9,930.0,926.9,654.4,151.8,169.7,48.6,0.6,3111.6,1.0,228.7,2663.1,218.9
3643,COASTAL KARNATAKA,2002,0.6,11.2,0.5,30.9,164.0,764.5,545.7,731.3,163.5,360.0,20.7,0.3,2793.1,11.8,195.3,2205.0,381.0
3644,COASTAL KARNATAKA,2003,0.1,3.6,8.4,37.3,10.2,973.8,970.6,637.5,236.0,183.7,10.7,0.0,3071.9,3.8,55.9,2817.9,194.4
3645,COASTAL KARNATAKA,2004,0.0,0.0,6.3,24.7,329.2,805.8,718.1,874.5,154.4,104.7,52.1,0.0,3070.0,0.1,360.3,2552.8,156.8
3646,COASTAL KARNATAKA,2005,0.5,0.2,0.0,72.5,45.0,821.6,1177.3,692.0,456.2,178.7,24.6,2.3,3470.9,0.6,117.5,3147.2,205.6
3647,COASTAL KARNATAKA,2006,1.0,0.0,4.7,5.9,355.7,800.1,1100.8,855.6,404.1,212.0,97.4,0.0,3837.3,1.0,366.3,3160.6,309.4
3648,COASTAL KARNATAKA,2007,0.0,0.0,0.6,40.2,61.1,952.0,1004.4,980.4,630.5,152.8,37.5,0.8,3860.2,0.0,101.9,3567.2,191.1
3649,COASTAL KARNATAKA,2008,0.0,14.8,161.4,33.4,64.3,850.7,687.8,886.3,383.3,91.6,19.3,13.5,3206.4,14.8,259.0,2808.1,124.4
3650,COASTAL KARNATAKA,2009,0.4,0.0,35.2,24.5,100.7,450.3,1778.9,486.1,530.7,287.4,132.4,35.4,3862.0,0.4,160.4,3246.0,455.2
3651,COASTAL KARNATAKA,2010,14.4,0.4,3.5,62.2,80.2,682.7,1200.2,637.5,468.4,294.7,231.5,11.0,3686.8,14.8,145.9,2988.9,537.2
3652,COASTAL KARNATAKA,2011,4.8,3.8,8.7,66.1,49.3,1018.4,1080.5,861.3,545.2,178.8,81.5,10.2,3908.6,8.6,124.1,3505.4,270.5
3653,COASTAL KARNATAKA,2012,18.957320038910485,11.4,5.1,77.0,22.9,650.9,754.6,1027.6,382.0,115.1,68.0,3.6,1411.0088997555017,40.747785888077765,104.9,2815.1,186.7
3654,COASTAL KARNATAKA,2013,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
3655,COASTAL KARNATAKA,2014,0.0,0.3,1.9,40.5,181.9,507.0,1155.4,1121.0,379.3,226.4,40.0,30.8,3684.4,0.3,224.3,3162.6,297.2
3656,COASTAL KARNATAKA,2015,1.4,1.0,32.3,72.2,150.3,735.3,930.9,575.2,260.3,208.5,124.2,14.3,3106.0,2.4,254.8,2501.8,347.1
